id,focus,signal,slack,drag,confidence,score,lane
l001,window width,35,33,6,25,139,watch
l002,metric stability,35,34,6,55,170,watch
l003,explainability,35,35,6,85,201,ship
l004,feature drift,35,36,18,25,94,hold
l005,window width,35,37,18,55,125,watch
l006,metric stability,35,38,18,85,156,watch
l007,explainability,35,39,34,25,33,hold
l008,feature drift,35,40,34,55,64,hold
l009,window width,35,41,34,85,95,hold
l010,metric stability,60,42,6,25,223,ship
l011,explainability,60,43,6,55,254,ship
l012,feature drift,60,44,6,85,285,ship
l013,window width,60,45,18,25,178,watch
l014,metric stability,60,46,18,55,209,ship
l015,explainability,60,47,18,85,240,ship
l016,feature drift,60,48,34,25,117,hold
l017,window width,60,32,34,55,131,watch
l018,metric stability,60,33,34,85,162,watch
l019,explainability,85,34,6,25,290,ship
l020,feature drift,85,35,6,55,321,ship
l021,window width,85,36,6,85,352,ship
l022,metric stability,85,37,18,25,245,ship
l023,explainability,85,38,18,55,276,ship
l024,feature drift,85,39,18,85,307,ship
l025,window width,85,40,34,25,184,watch
l026,metric stability,85,41,34,55,215,ship
l027,explainability,85,42,34,85,246,ship
